C:\Users\HPW\Downloads\Self Driving\IMG\center_2022_09_01_07_34_18_210.jpg,C:\Users\HPW\Downloads\Self Driving\IMG\left_2022_09_01_07_34_18_210.jpg,C:\Users\HPW\Downloads\Self Driving\IMG\right_2022_09_01_07_34_18_210.jpg,0,0,0,8.462969E-06
C:\Users\HPW\Downloads\Self Driving\IMG\center_2022_09_01_07_34_18_275.jpg,C:\Users\HPW\Downloads\Self Driving\IMG\left_2022_09_01_07_34_18_275.jpg,C:\Users\HPW\Downloads\Self Driving\IMG\right_2022_09_01_07_34_18_275.jpg,0,0,0,1.258813E-05
C:\Users\HPW\Downloads\Self Driving\IMG\center_2022_09_01_07_34_18_348.jpg,C:\Users\HPW\Downloads\Self Driving\IMG\left_2022_09_01_07_34_18_348.jpg,C:\Users\HPW\Downloads\Self Driving\IMG\right_2022_09_01_07_34_18_348.jpg,0,0,0,3.290373E-06
C:\Users\HPW\Downloads\Self Driving\IMG\center_2022_09_01_07_34_18_424.jpg,C:\Users\HPW\Downloads\Self Driving\IMG\left_2022_09_01_07_34_18_424.jpg,C:\Users\HPW\Downloads\Self Driving\IMG\right_2022_09_01_07_34_18_424.jpg,0,0,0,3.22235E-06
C:\Users\HPW\Downloads\Self Driving\IMG\center_2022_09_01_07_34_18_493.jpg,C:\Users\HPW\Downloads\Self Driving\IMG\left_2022_09_01_07_34_18_493.jpg,C:\Users\HPW\Downloads\Self Driving\IMG\right_2022_09_01_07_34_18_493.jpg,0,0,0,1.182791E-05
C:\Users\HPW\Downloads\Self Driving\IMG\center_2022_09_01_07_34_18_562.jpg,C:\Users\HPW\Downloads\Self Driving\IMG\left_2022_09_01_07_34_18_562.jpg,C:\Users\HPW\Downloads\Self Driving\IMG\right_2022_09_01_07_34_18_562.jpg,0,0,0,4.904794E-06
C:\Users\HPW\Downloads\Self Driving\IMG\center_2022_09_01_07_34_18_637.jpg,C:\Users\HPW\Downloads\Self Driving\IMG\left_2022_09_01_07_34_18_637.jpg,C:\Users\HPW\Downloads\Self Driving\IMG\right_2022_09_01_07_34_18_637.jpg,0,0,0,1.125921E-05
C:\Users\HPW\Downloads\Self Driving\IMG\center_2022_09_01_07_34_18_713.jpg,C:\Users\HPW\Downloads\Self Driving\IMG\left_2022_09_01_07_34_18_713.jpg,C:\Users\HPW\Downloads\Self Driving\IMG\right_2022_09_01_07_34_18_713.jpg,0,0,0,7.074587E-06
C:\Users\HPW\Downloads\Self Driving\IMG\center_2022_09_01_07_34_18_791.jpg,C:\Users\HPW\Downloads\Self Driving\IMG\left_2022_09_01_07_34_18_791.jpg,C:\Users\HPW\Downloads\Self Driving\IMG\right_2022_09_01_07_34_18_791.jpg,0,0,0,7.738176E-06
C:\Users\HPW\Downloads\Self Driving\IMG\center_2022_09_01_07_34_18_857.jpg,C:\Users\HPW\Downloads\Self Driving\IMG\left_2022_09_01_07_34_18_857.jpg,C:\Users\HPW\Downloads\Self Driving\IMG\right_2022_09_01_07_34_18_857.jpg,0,0,0,1.266682E-06
C:\Users\HPW\Downloads\Self Driving\IMG\center_2022_09_01_07_34_18_927.jpg,C:\Users\HPW\Downloads\Self Driving\IMG\left_2022_09_01_07_34_18_927.jpg,C:\Users\HPW\Downloads\Self Driving\IMG\right_2022_09_01_07_34_18_927.jpg,0,0,0,9.230283E-06
C:\Users\HPW\Downloads\Self Driving\IMG\center_2022_09_01_07_34_18_996.jpg,C:\Users\HPW\Downloads\Self Driving\IMG\left_2022_09_01_07_34_18_996.jpg,C:\Users\HPW\Downloads\Self Driving\IMG\right_2022_09_01_07_34_18_996.jpg,0,0,0,1.175716E-05
C:\Users\HPW\Downloads\Self Driving\IMG\center_2022_09_01_07_34_19_071.jpg,C:\Users\HPW\Downloads\Self Driving\IMG\left_2022_09_01_07_34_19_071.jpg,C:\Users\HPW\Downloads\Self Driving\IMG\right_2022_09_01_07_34_19_071.jpg,0,0.1697799,0,0.1017398
C:\Users\HPW\Downloads\Self Driving\IMG\center_2022_09_01_07_34_19_142.jpg,C:\Users\HPW\Downloads\Self Driving\IMG\left_2022_09_01_07_34_19_142.jpg,C:\Users\HPW\Downloads\Self Driving\IMG\right_2022_09_01_07_34_19_142.jpg,0,0.327678,0,0.276407
C:\Users\HPW\Downloads\Self Driving\IMG\center_2022_09_01_07_34_19_211.jpg,C:\Users\HPW\Downloads\Self Driving\IMG\left_2022_09_01_07_34_19_211.jpg,C:\Users\HPW\Downloads\Self Driving\IMG\right_2022_09_01_07_34_19_211.jpg,0,0.5897628,0,0.6994282
C:\Users\HPW\Downloads\Self Driving\IMG\center_2022_09_01_07_34_19_284.jpg,C:\Users\HPW\Downloads\Self Driving\IMG\left_2022_09_01_07_34_19_284.jpg,C:\Users\HPW\Downloads\Self Driving\IMG\right_2022_09_01_07_34_19_284.jpg,0,0.8082843,0,1.387962
